time,q_w,q_x,q_y,q_z,omega_x,omega_y,omega_z,q_slow_w,q_slow_x,q_slow_y,q_slow_z,omega_slow_x,omega_slow_y,omega_slow_z
40.002530574798584,-0.9444452524860038,0.0634349161290949,0.2230540297920077,0.2329080788776882,0.0280184186995029,0.5830011963844299,-0.0982209518551827,-0.9489394388896426,0.05413979538432302,0.205235771818868,0.23336902502574625,0.02772573540668662,0.03643584887428982,-0.004278428432327232
40.009066343307495,-0.9450670449420848,0.0621121162151563,0.2212998779569843,0.2324153400717473,0.34991455078125,0.8083635568618774,0.0345897153019904,-0.9490409724165046,0.054019403574426195,0.2051067388256512,0.23309732388104473,0.002408176978550301,0.0471176655917633,-0.00642944648634735
40.01597571372986,-0.9456057659597512,0.0614480452016625,0.2195803971732171,0.232031213694419,0.2641392350196838,0.8088483810424805,0.088838644325733,-0.9491300783694667,0.05396381390018995,0.20498650196727317,0.23285303333849203,-0.0202403681398165,0.04570980678971221,-0.008809981583731218
40.01852464675903,-0.9460527332882092,0.0607738747495944,0.2179643289506275,0.2319104629734353,0.1123507916927337,0.7390138506889343,0.0451743975281714,-0.9491966241215325,0.05394578524767535,0.20492341119613477,0.23264139045758386,-0.036182336918101084,0.02699218345124547,-0.010713204412107803
40.02409553527832,-0.9465069077277628,0.060350056577681,0.216033128741722,0.2319747790642629,-0.0674604475498199,0.7770069241523743,-0.0558419488370419,-0.9492432776090506,0.05397788549952765,0.20492029862971492,0.23244624970202335,-0.03407149366670993,0.012128372563094628,-0.012914477904304512
40.02776098251343,-0.9471152553391688,0.0601608593747156,0.2132202480721049,0.2321434507520035,-0.0990441069006919,0.984422504901886,-0.0286588482558728,-0.9492956526742502,0.05401123050401879,0.2048676666842393,0.23227094080096752,-0.034281153731593274,0.020802456249551075,-0.014248931905391032
40.0353684425354,-0.9479038228748078,0.0587869353335332,0.2101795426128622,0.2320495475735212,0.0282973535358905,1.2472739219665527,-0.0270861946046353,-0.9493569091934003,0.05407611399046608,0.20473832474541784,0.23211947622481824,-0.04494106501522588,0.04954516251639622,-0.015312960712102879
40.038593769073486,-0.9486835817191078,0.0571914453097291,0.2068490354232586,0.2322544234041327,0.1968766003847122,1.438320279121399,-0.0810477137565614,-0.9494204978648819,0.05414950445024614,0.20457331043464916,0.23198773687331242,-0.049817110207386134,0.06240260401150075,-0.017970345937079066
40.04440760612488,-0.9493776138735368,0.0558127534063089,0.2038773296233843,0.232381411858696,0.3035483062267303,1.3974463939666748,-0.0975197926163675,-0.9494726986562703,0.05422522389795825,0.20443344580453812,0.23187967965321785,-0.05064627768971571,0.05331395911734279,-0.022805035318725003
40.047762870788574,-0.9499621906623829,0.0539320398535633,0.2017202065013922,0.2323192874039909,0.3956540822982788,1.176612377166748,-0.0851307436823846,-0.9495073357727392,0.05432103578627029,0.20434827658672008,0.23179047918518786,-0.057999606766715284,0.03204503746294394,-0.029217270475516963
40.05440664291382,-0.9504033417257464,0.0516922246147928,0.2001122884256334,0.2324146657221711,0.5791813135147095,0.9389680027961732,-0.1496981829404832,-0.9495266547723299,0.05446281268887504,0.2042904095502167,0.23172907128086037,-0.07182768991262448,0.017668280841373816,-0.035670483098706095
