time_step,quat_err_w,quat_err_x,quat_err_y,quat_err_z,quat_total_err,omega_err_x,omega_err_y,omega_err_z,omega_rmse_t
3100,0.00030457973,-0.0069969743,0.004230842,0.00069218874,0.00821155,-0.029372156,0.0031837896,0.08528538,0.052110318
3101,0.00046628714,-0.0066659003,0.0036358163,0.0010125041,0.0076743714,-0.04054588,0.0105868615,0.091258705,0.057977583
3102,0.0010223389,-0.0022625998,0.0039444715,0.0011427402,0.00479888,-0.014747262,0.015567906,0.055559993,0.034383886
3103,0.00086307526,-0.0017592907,0.0039139017,0.0008457303,0.004458014,0.0031865835,0.03908921,0.051146507,0.037211496
3104,0.00067424774,-0.0020235032,0.004386008,0.0005335212,0.0049062087,0.009897292,0.038005695,0.036468357,0.030942583
3105,0.00038605928,-0.0017692298,0.005377881,-8.72612e-05,0.0056752474,0.013976991,0.041378543,0.024335772,0.028866185
3106,0.00021594763,-0.00020936877,0.0055393726,-0.0005943775,0.0055792835,0.016442,0.03526575,0.012217313,0.023546234
3107,0.00021713972,0.0010265186,0.004645318,-0.0006290078,0.0048036985,0.023130298,0.018075861,0.0050115883,0.017193636
3108,9.3340874e-05,0.001209192,0.003656812,-0.0006715059,0.003910761,0.029936194,0.012684323,0.0016815066,0.018796233
3109,-3.33786e-06,0.0009228289,0.0032191724,-0.00069350004,0.0034198887,0.01400286,0.020852663,-0.0018064082,0.014539335
3110,-3.862381e-05,0.0007677376,0.003808923,-0.0008149743,0.0039702635,-0.0043994784,0.03448718,-0.019043744,0.02288657
3111,9.1552734e-05,0.00032212585,0.00502982,-0.00074881315,0.005096269,-0.020178944,0.036620274,-0.058602244,0.041563034
3112,-9.4771385e-05,0.00051271915,0.004638344,-0.0009815693,0.0047696517,-0.017593801,0.026970446,0.005973071,0.018908767
3113,-0.00026851892,-0.0008923486,0.003690876,-0.0008414984,0.003898599,-0.0057877004,0.0042765588,0.017584592,0.01096972
3114,-0.0006251335,-0.002223529,0.0034706593,-0.0010847449,0.004307786,-0.0007279217,-0.017533103,0.015079349,0.013358222
3115,-0.0010396838,-0.004031725,0.0032266378,-0.0013141632,0.005428993,-0.007284224,-0.02281452,0.011376023,0.01530769
3116,-0.0013653636,-0.0047793165,0.003532961,-0.0016813874,0.006325738,-0.016521543,-0.032004353,-0.0026741326,0.020851785
3117,-0.0012626648,-0.0038587302,0.0031090379,-0.0016200542,0.0053642164,-0.018074483,-0.042779114,-0.017865986,0.028728226
3118,-0.0009959936,-0.0028296635,0.0030131936,-0.0013989806,0.004476101,-0.001252532,-0.05823941,-0.026549697,0.036960717
3119,-0.00057917833,-0.0015373826,0.0028819889,-0.0010077953,0.00346706,0.036013007,-0.0810723,-0.032981306,0.05464254
3120,-0.0005801916,-0.0009013638,0.0007986948,-0.0007917285,0.0015536494,0.056708604,-0.10860475,-0.043649763,0.075091414
3121,-0.00058221817,-0.0035645366,-1.4252961e-05,-0.00018185377,0.0036163756,0.003660053,-0.11742644,-0.034357637,0.07067016
3122,-0.0008442998,-0.0077082217,-0.0009895861,0.00038665533,0.007826769,-0.063771635,-0.11484344,0.0029391944,0.07586057
3123,-0.0011225343,-0.0097185,-0.00257048,0.00064843893,0.010135935,-0.060638607,-0.10702902,-0.011223584,0.07131671
3124,-0.0007170439,-0.008522958,-0.0024287328,0.00097614527,0.008944638,-0.030901015,-0.08394162,-0.008159548,0.051857647
3125,-5.722046e-05,-0.0058316737,-0.0008492395,0.0011440516,0.0060034785,-0.009821504,-0.07203191,-0.0057145953,0.042101916
3126,0.0005597472,-0.0037144944,0.0013456121,0.0012759566,0.004189215,0.0069994032,-0.06829688,0.0015811324,0.03964827
3127,0.0009031296,-0.0020191595,0.0029470995,0.0012012124,0.0038756875,0.022471845,-0.0654485,-0.010405332,0.04040116
3128,0.00034421682,-0.005004294,0.0034163222,0.0009237528,0.0061388942,0.026863754,-0.08078462,-0.05966559,0.060021657
3129,0.0005532503,-0.0050059482,0.0018635914,0.0014550686,0.0055637937,0.024602205,-0.08178508,-0.08456904,0.069392584
3130,0.00077420473,-0.0038889125,-0.00019878894,0.0018620491,0.004385177,0.04044047,-0.07986608,-0.08659366,0.071908474
3131,0.00073230267,-0.0032998696,-0.0011873394,0.0018417239,0.004028291,0.030349165,-0.08413985,-0.08329883,0.07056742
3132,0.00089001656,-0.0022676438,-0.00058735907,0.0017688274,0.0030672592,0.0074687004,-0.083368346,-0.087711215,0.06999838
3133,0.0009596348,-0.0018784776,-0.0005878508,0.0017897487,0.0028281347,0.012242317,-0.080093026,-0.07663441,0.0643884
3134,0.00089895725,-0.0022962317,-0.001562655,0.0019366145,0.0035033086,0.022752136,-0.08221692,-0.058420956,0.059694473
3135,0.00063949823,-0.0026529208,-0.003172189,0.001897037,0.004594397,0.025338858,-0.08118269,-0.060112774,0.060128286
3136,0.0004962683,-0.0031613186,-0.0044190213,0.001997888,0.0058102948,0.014928669,-0.081843674,-0.05196622,0.05663256
3137,0.0003424883,-0.004312128,-0.005266726,0.0021563172,0.007148416,0.0033419132,-0.08947298,-0.045862526,0.058080275
3138,4.0888786e-05,-0.0047481954,-0.0050885975,0.0018045902,0.0071900906,-0.01849854,-0.092917494,-0.042045206,0.059843283
3139,4.7147274e-05,-0.004301466,-0.004693657,0.0016608238,0.0065797865,-0.01720193,-0.091513775,-0.039634645,0.058428254
3140,0.00011879206,-0.0037148893,-0.003729105,0.001488924,0.0054715294,-0.010820806,-0.084473975,-0.040320218,0.054401785
3141,-0.000970304,-0.006648086,-0.0039767027,0.000656724,0.007834794,-0.01369676,-0.08582426,-0.059560835,0.060830083
3142,-0.001282692,-0.0065728426,-0.0040794834,0.00023704767,0.007845121,-0.013115495,-0.08814127,-0.0868265,0.071832545
3143,-0.0011668801,-0.006294176,-0.003714338,0.0002849698,0.0074064685,-0.017749995,-0.09728862,-0.0778231,0.07265575
3144,-0.0010046959,-0.0057057217,-0.0028159097,0.00024718046,0.006446326,-0.029904693,-0.10646951,-0.07463905,0.077030376
3145,-0.0007070303,-0.004560776,-0.0014745444,0.0002091527,0.0048495973,-0.0491744,-0.09583797,-0.054943442,0.06981361
3146,-0.0005220771,-0.0027929395,-0.0007405281,-1.92523e-05,0.002936295,-0.0440868,-0.06609293,-0.04072705,0.05154485
3147,-0.00073331594,-0.003530316,-0.00035618246,-0.0002028346,0.0036288968,-0.05324088,-0.04366687,-0.034616113,0.044495925
3148,-0.0008402467,-0.0036666617,-0.00068265945,-0.00026726723,0.0038324767,-0.055658862,-0.022263382,-0.027206063,0.038007617
3149,-0.0013002753,-0.002407521,-0.0010120273,-0.0011005402,0.003118054,-0.05089575,0.00013415143,-0.033667773,0.035232157
3150,-0.0010966063,-0.0010474473,3.5487115e-05,-0.0012601018,0.001972006,-0.042835727,0.00836027,-0.03744182,0.033199817
3151,-0.0010579228,-0.00011265278,0.0009789318,-0.0015341043,0.0021080025,-0.028084397,0.001471661,-0.040748626,0.02858525
3152,-0.0010346174,0.00084555894,0.001481168,-0.001768291,0.0026657297,-0.014110044,-0.006574004,-0.046121687,0.028104097
3153,-0.0013912916,0.0006132722,0.0018676743,-0.0022471547,0.003293889,-0.013671145,-0.0077821286,-0.053714514,0.032314654
3154,-0.001580894,0.00030848384,0.0021631941,-0.0024737716,0.0036596917,-0.013527989,-0.002748549,-0.060738236,0.035961527
3155,-0.0016510487,0.0001533255,0.0026321486,-0.0025952458,0.0040512932,-0.0020608157,0.006045895,-0.0547646,0.031832695
3156,-0.0016957521,0.00060223043,0.0029821023,-0.0027903914,0.0044629,0.015898556,0.013324329,-0.025247335,0.018865576
3157,-0.001609087,0.0013865456,0.0033798814,-0.0028864741,0.004926155,0.038318068,0.017615434,-0.0048351437,0.024508206
3158,-0.0012800097,0.00302241,0.0035780966,-0.002808094,0.00560906,0.06617097,0.008959839,0.0012543052,0.038559258
3159,-0.0010738969,0.0052245855,0.0046587884,-0.0031190515,0.007738368,0.0767179,-0.0006223023,0.024394423,0.046479784
3160,-0.0008059144,0.0050822273,0.005204782,-0.0028060675,0.007838514,0.08606833,-0.0040185302,0.036619022,0.05405201
3161,-0.0006631613,0.0039942637,0.005222574,-0.002399087,0.007030279,0.08961994,-0.008335233,0.04021722,0.056917
3162,-0.00052922964,0.003752865,0.0053646564,-0.0021892786,0.0069236234,0.09334202,-0.010173023,0.026382938,0.05630951
3163,-0.00071650743,0.0029698312,0.00538408,-0.0022754073,0.0065953834,0.10111083,0.0026822444,0.018402249,0.05935553
3164,-0.0003284812,0.0040481985,0.005004965,-0.0019362569,0.0067301244,0.14022866,0.012962006,0.034013852,0.08364416
3165,0.0005123019,0.008706413,0.0003844723,-0.001156807,0.008806254,0.19546448,-0.022117281,0.029048234,0.11480322
3166,0.00044727325,0.0073831677,0.00060237944,-0.001015842,0.0074903946,0.16111523,-0.030618731,0.022896409,0.095603116
3167,-0.00025045872,0.004538782,0.0015164241,-0.0014811754,0.005015645,0.12036057,-0.02617274,0.03804733,0.074429564
3168,-0.0008409023,8.110702e-05,0.00089680403,-0.0012384057,0.0017468833,0.08863743,-0.029005598,0.0398653,0.05855812
3169,-0.00093734264,-0.0012559295,-0.0006632209,-0.00086432695,0.0019086364,0.07677466,-0.032391123,0.029932186,0.051119037
3170,-0.0008151531,-0.0019188523,-0.0008601397,-0.0005310178,0.0023169569,0.05878818,-0.024380468,0.043000378,0.0443452
3171,-0.00042629242,-0.0008252412,-0.00038671494,-0.0003247261,0.001057234,0.05555612,-0.01580365,0.043973558,0.041912258
3172,-5.2452087e-06,0.00052680075,0.0006208122,-0.00020474195,0.0008395675,0.057622463,-0.0007214844,0.04625743,0.042663876
3173,0.00018304586,0.00048744678,0.0023589358,-0.00018119812,0.002422503,0.04922609,0.0055692047,0.04042173,0.03691495
3174,0.00026494265,-0.00044766068,0.0039401725,-7.456541e-05,0.0039750617,0.026978523,0.00493297,0.021643579,0.020171097
3175,0.0001925826,-0.0025489926,0.004389636,0.00024366379,0.0050855414,-0.011820793,-0.010356933,-0.00081406534,0.009085885
3176,-0.00014489889,-0.004235029,0.0039362162,0.00024914742,0.0057889847,-0.060980916,-0.029659256,-0.032108426,0.0433178
3177,-0.00020301342,-0.0032274574,0.0027194694,0.00010406971,0.0042265872,-0.07836954,-0.033275545,-0.059733495,0.060047586
3178,-6.878376e-05,-0.0022945702,0.0021668822,0.0001399517,0.0031598655,-0.082757846,-0.028964728,-0.06714386,0.063760266
3179,-8.529425e-05,-0.0018654764,0.0025535524,-2.95043e-05,0.003163665,-0.08766647,-0.022483349,-0.06423999,0.064077266
3180,-0.0003322959,-0.0030979812,0.0030330047,-0.00012719631,0.004350081,-0.11730233,-0.02108699,-0.058114573,0.07655456
3181,-0.00046151876,-0.0043002665,0.00237903,7.581711e-05,0.0049366816,-0.13339065,-0.012295559,-0.056671962,0.083976105
3182,-0.00037306547,-0.006471172,0.001707986,0.0008004904,0.006750796,-0.15886262,-0.0012504756,-0.04353246,0.095103405
3183,-0.00039625168,-0.008478582,0.00078228116,0.0013896227,0.008636341,-0.17818725,0.00040233135,-0.033289194,0.10465662
3184,-0.0014466643,-0.012035668,-0.00097513944,0.0011707544,0.01221768,-0.15867674,0.010914952,-0.03588727,0.094137035
3185,-0.0015592575,-0.011934355,-0.0004926771,0.0009447932,0.012082858,-0.14227775,0.027861133,-0.02389443,0.08483345
3186,-0.0016983747,-0.01185061,-0.00029135495,0.0007300973,0.011997473,-0.10840936,0.038257256,-0.0325222,0.06897802
3187,-0.001671493,-0.0117337555,-0.00056340545,0.0007867813,0.01189165,-0.10641258,0.041551366,-0.028620794,0.067993395
3188,-0.0016705394,-0.010577455,-0.00088500977,0.00055390596,0.010759336,-0.097253844,0.03851974,-0.045064658,0.06575942
3189,-0.0015545487,-0.0099322945,-0.00048954785,0.0004929304,0.010077189,-0.102881275,0.03516428,-0.040708885,0.0670281
3190,-0.001488328,-0.009856895,0.00059717894,0.00041085482,0.009994945,-0.10882845,0.026456058,-0.032308772,0.06729887
3191,-0.0009933114,-0.008461297,0.0023351535,0.0004528761,0.008845239,-0.11380181,0.03716646,-0.014262825,0.06960753
3192,-0.0008855462,-0.008239493,0.0029511452,0.00045132637,0.008808314,-0.12085301,0.041861027,-0.006190583,0.07392816
3193,-0.00067931414,-0.008031249,0.0032912418,0.000616014,0.0087277815,-0.121408656,0.042508647,-0.0032105893,0.07429077
3194,-0.00041985512,-0.007500276,0.0024097115,0.0009393692,0.007944781,-0.10468623,0.05528325,9.119511e-05,0.068350695
3195,-0.00043910742,-0.0064579397,0.0021590814,0.00069093704,0.00685834,-0.090546384,0.0665548,0.0044465065,0.06493063
3196,-0.0012379289,-0.0044717193,0.0010277182,-0.00064754486,0.004796276,-0.065864585,0.080030836,-0.023302972,0.061335433
3197,-0.001031816,-0.003790751,0.0016889945,-0.00064980984,0.0043254355,-0.07236661,0.07547839,-0.018468708,0.061305266
3198,-0.00087070465,-0.003468275,0.002742596,-0.00068062544,0.0045576463,-0.075898595,0.054175556,-0.012543321,0.05432287
3199,-0.0010347366,-0.0031576455,0.004227966,-0.0011821985,0.005505878,-0.066182055,0.038409382,-0.024312109,0.046355236
3200,-0.0012436509,-0.0034384131,0.004325554,-0.0013968945,0.0058336165,-0.06602454,0.03298844,-0.018049866,0.043868266
3201,-0.0013799071,-0.00210239,0.0032838583,-0.0017382503,0.0044865827,-0.0698985,0.033584647,-0.019575745,0.046176977
3202,-0.0011385083,-0.0022453219,0.002724871,-0.0013207197,0.0039378796,-0.065826446,0.03720938,-0.012469858,0.044246115
3203,-0.0007340312,-0.0024247468,0.0022449717,-0.0007006526,0.0034567341,-0.062340423,0.029032812,-0.00041511655,0.039704762
3204,-0.00046491623,-0.0015984029,0.0013896897,-0.0004287958,0.002210462,-0.0422796,-0.0024740957,-0.0065695643,0.024744326
3205,-0.00044709444,-0.0021983683,0.0003873706,-0.00011253357,0.00227935,-0.028467655,-0.036216125,-0.008236557,0.027017623
3206,-0.00057673454,-0.0038335174,-0.00078941137,0.0002914667,0.0039669387,-0.025340289,-0.06268571,0.005454004,0.03916365
3207,-0.00080055,-0.0059143454,-0.0014825836,0.000605762,0.006179431,-0.0016243756,-0.035157472,0.014356762,0.02194541
3208,-0.0007612109,-0.0055759847,-0.0011840388,0.00052177906,0.0057745343,-0.0077821314,-0.030364059,0.0026281774,0.018160809
3209,-0.000693202,-0.004853219,-0.00082331896,0.0003746748,0.0049852277,-0.005362898,-0.020746164,-0.001861006,0.012418097
3210,-0.00048077106,-0.0038637966,-0.00029926747,0.00032258034,0.0039183777,0.0012382865,-0.016323028,-0.00050631166,0.009455703
3211,-0.0001629591,-0.0023952425,-0.00078494847,0.00046038628,0.0025674582,0.012036204,-0.019167151,-0.0019781291,0.013116946
3212,1.1146069e-05,-0.0014134049,-0.0019964352,0.00065505505,0.0025323285,0.025069699,-0.03287144,-0.011628866,0.024794165
3213,-2.2232533e-05,-0.0014350265,-0.002075836,0.00063067675,0.0026012773,0.035114393,-0.023038067,-0.015026987,0.025752563
3214,-0.0001513362,-0.002547875,-0.0021887422,0.0007349849,0.0034417096,0.023621723,-0.0213115,-0.001770556,0.018396564
3215,-0.0004428029,-0.0028914213,-0.0025690496,0.00051152706,0.0039265845,0.0034897178,-0.02459253,-0.0028705597,0.014436191
3216,-0.00014579296,-0.0033345819,-0.0030739605,0.0010626912,0.0046603903,-0.008261263,-0.021265455,0.019556403,0.017348593
3217,-6.0021877e-05,-0.003411889,-0.0032171607,0.0012089014,0.004843156,-0.01249586,-0.0059096185,0.029359087,0.018735226
3218,-0.0001924038,-0.0031624436,-0.0016587079,0.00072443485,0.003648861,-0.011686429,0.009032587,0.019879594,0.014298701
3219,-0.00016266108,-0.0018230528,-0.0009210482,0.00034451485,0.0020777392,0.01153326,0.02031298,0.011908606,0.015137681
3220,-3.0994415e-05,-0.00039939582,-0.0007417649,0.00017052889,0.00086010055,0.034991924,0.024192654,0.006496787,0.024845708
3221,-0.0003670454,-0.00028589368,-0.0013653189,-0.00016325712,0.0014516219,0.037315786,0.026992626,-0.011412233,0.027394092
3222,-0.0005258322,-0.0005567074,-0.0034053326,4.5835972e-05,0.0034906752,0.020736502,0.029017452,-0.028926775,0.026512722
3223,-0.0004158616,0.0004311353,-0.0048759356,0.00022536516,0.0049177594,0.019048586,0.02528333,-0.03466618,0.027103746
3224,-0.00023084879,0.0013249218,-0.0050392,0.00029224157,0.0052237585,0.024992391,0.012387231,-0.030529812,0.023875598
3225,-0.0002528429,0.0018278211,-0.0037698522,-6.020069e-05,0.00419765,0.026758622,0.0073138513,-0.03207025,0.024481403
3226,-0.00025087595,0.0015885234,-0.0027312487,-0.00018578768,0.0031749932,0.021806993,0.0043775514,-0.026368022,0.01991633
3227,-0.00010865927,0.0012582093,-0.002623789,3.838539e-05,0.0029121537,0.022118807,-0.007975224,-0.025450453,0.02000476
3228,-0.00019776821,-0.00024864078,-0.0036222339,0.00041854382,0.0036601492,0.017004713,-0.037728574,-0.025165051,0.027963579
3229,-0.0004593134,-0.0023494065,-0.004441239,0.00069236755,0.005092608,0.015403509,-0.06293148,-0.023817927,0.039853618
3230,-0.00078445673,-0.0038752854,-0.004620746,0.00066167116,0.0061173774,0.0108501315,-0.0874128,-0.041930288,0.05632309
3231,-0.0010606647,-0.0032125115,-0.00412789,9.4652176e-05,0.0053379466,0.024101526,-0.09457755,-0.048743054,0.06298593
3232,-0.0008880496,-0.0011990964,-0.0029858127,-0.0003296733,0.003354136,0.02841881,-0.09118529,-0.03682004,0.05909907
3233,-0.0009625554,0.0004249066,-0.0020816922,-0.00092321634,0.0025085513,0.03327182,-0.07605977,-0.036408857,0.05233771
3234,-0.0011348128,0.00068822503,-0.002224736,-0.0011672974,0.002841388,0.030465066,-0.063858606,-0.05850672,0.053006537
3235,-0.0016005635,-0.00018502772,-0.002871178,-0.0014374852,0.0035925014,0.01744622,-0.060438924,-0.07676786,0.057301942
3236,-0.0020583272,-0.0016558021,-0.0038746074,-0.0015054345,0.004925171,-0.0022200346,-0.0674683,-0.0740995,0.057872377
3237,-0.0024017692,-0.0016096681,-0.004974067,-0.0017535686,0.006014638,-0.0046389997,-0.07881148,-0.082135856,0.065775044
3238,-0.0025232434,-0.001635313,-0.0041720644,-0.0020272732,0.0055278353,0.0022102892,-0.065532625,-0.0867382,0.06277719
3239,-0.0024810433,-0.0016699582,-0.0028946027,-0.0021731853,0.0046952954,-5.6624413e-06,-0.037510127,-0.06924167,0.04546581
3240,-0.0030977726,-0.0052996874,0.0015221685,-0.002762556,0.0069015645,-0.028226942,-0.0026714206,-0.025906757,0.022173986
3241,-0.003341496,-0.0046783984,0.001729235,-0.0032203794,0.00681279,-0.03395194,0.017861389,-0.0067688655,0.022491338
3242,-0.0033726692,-0.002882585,0.00029559433,-0.0034508705,0.0056285057,-0.012999147,0.024827138,-0.005880961,0.016532294
3243,-0.0035091639,-0.0016537756,-0.0004940033,-0.0037727952,0.0054338966,0.013835847,0.011667937,-0.024289168,0.017488426
3244,-0.003988087,-0.0011176914,0.000474751,-0.004605174,0.006211851,0.014756352,-0.013725378,-0.024028694,0.018106299
3245,-0.004220128,-0.0005068779,0.0019557625,-0.0052280426,0.0070159705,0.0049444437,-0.024918288,-0.012233723,0.016279154
3246,-0.0043697357,8.970499e-05,0.0013765916,-0.0054556727,0.007124746,0.013643593,-0.035691366,-0.021051757,0.025187284
3247,-0.0048387647,-0.0003014207,0.0035838112,-0.0062274337,0.0086677065,0.016756505,-0.02221863,-0.02503186,0.021610506
3248,-0.0045312643,-0.00016394258,0.0035747662,-0.0058872104,0.008246056,0.006173134,-0.0008774698,-0.018854916,0.011465679
3249,-0.004094243,-0.00019550323,0.0038178936,-0.0053884387,0.0077725565,-0.0023670197,0.015361816,-0.0027515516,0.009113345
3250,-0.0035973191,-0.0001552403,0.0043196604,-0.004866779,0.0074370564,-0.013495609,0.011742145,0.014675476,0.01335888
3251,-0.0031647682,0.00040197372,0.004134856,-0.004447341,0.006859535,0.0024456829,-0.017644465,0.0053328574,0.010735422
3252,-0.0017703176,0.0014133453,0.0056730807,-0.0031959414,0.006894161,0.014464676,-0.05820714,-0.0054271966,0.03476949
3253,-0.0011992455,0.00097332895,0.005543545,-0.0023871064,0.006230146,0.014091209,-0.07755786,-0.010674328,0.045926485
3254,-0.0009813905,0.00027363002,0.0058380887,-0.0019958615,0.0062533785,0.008220494,-0.06280723,-0.00288032,0.036608838
3255,-0.0010352731,-0.00018070638,0.0054754987,-0.0019055009,0.0058920677,0.0047192723,-0.040107504,0.01087676,0.024146685
3256,-0.0011521578,-0.00052422285,0.005160548,-0.0019227862,0.0056507196,0.014263675,-0.026026174,-0.002955705,0.017219663
3257,-0.0015877485,-0.0013671517,0.005708948,-0.0023131967,0.0065063825,0.033622548,-0.018685713,-0.023766205,0.026105326
3258,-0.0016024113,-0.0016469955,0.0045781955,-0.0021243691,0.005545551,0.053542286,-0.015920922,-0.037805647,0.03894235
3259,-0.0015696287,-0.0011301339,0.0026790425,-0.0019716024,0.0038477816,0.060386807,-0.03882532,-0.05725825,0.053017225
3260,-0.0013295412,0.0014597625,0.00212273,-0.0022090673,0.0036447975,0.046985283,-0.035576627,-0.026695117,0.037353903
3261,-0.0010413527,0.004205823,0.002584897,-0.0025377274,0.005647576,0.026796862,-0.024651676,-0.0073457807,0.02144557
3262,-0.0020273328,0.0011300445,0.00258556,-0.0030329227,0.00461203,-0.021870807,-0.023084402,-0.0072046816,0.018824888
3263,-0.0022198558,-0.000710994,0.0019247755,-0.002762854,0.0040952894,-0.052836373,-0.023704425,0.0029166043,0.0334768
3264,-0.0022892952,-0.0028392076,0.0029633194,-0.0024666786,0.0053073284,-0.07654907,-0.03277023,0.0055094063,0.048180223
3265,-0.0017637014,-0.0023617446,0.0030222312,-0.0019464493,0.004648766,-0.07418102,-0.030584112,0.0030676126,0.046359543
3266,-0.0014976263,-0.0018278062,0.0029374287,-0.0017375946,0.004151082,-0.052685842,-0.018806234,-0.02037993,0.034374475
3267,-0.0014657378,-0.0008354038,0.0026092455,-0.0018957257,0.0036398112,-0.034908816,-0.008733094,-0.039203286,0.030723445
3268,-0.0018391013,-0.0014171898,0.0024140105,-0.0021918416,0.0040027914,-0.044324905,-0.017044678,-0.043713182,0.03726509
3269,-0.0024653673,-0.0021123886,0.0017553121,-0.002719164,0.0045842333,-0.055877373,-0.02501601,-0.043041915,0.043207593
3270,-0.0028346777,-0.0017708838,0.00084593147,-0.003153205,0.0046722293,-0.08144077,-0.034826733,-0.03436199,0.054852065
3271,-0.002317071,-0.0027871877,-8.934736e-05,-0.0021728873,0.0042268964,-0.089218155,-0.035771534,-0.028627485,0.057905138
3272,-0.0024878979,-0.0028185546,-9.74834e-05,-0.0023774505,0.0044492316,-0.09330048,-0.024690814,-0.05106467,0.06304024
3273,-0.0023211837,-0.0027091801,0.0012565777,-0.002353251,0.0044546975,-0.106339775,-0.010330845,-0.041847408,0.06624721
3274,-0.0018959045,-0.003082648,0.002213791,-0.001844883,0.0046261903,-0.11393197,-0.008838575,-0.02700606,0.06779366
3275,-0.0019366741,-0.007966489,-0.0008509606,-0.00034105778,0.008249612,-0.12957528,-0.020016808,-0.022491783,0.07680344
3276,-0.0018840432,-0.011342466,-0.0030218363,0.00084245205,0.011918154,-0.13088453,-0.027426308,-0.01732418,0.07785262
3277,-0.0018288493,-0.00960587,-0.0020337403,0.00035005808,0.009993802,-0.13170725,-0.019596051,-0.025867492,0.07831545
3278,-0.0014342666,-0.0058754534,0.0008794889,-0.0004348755,0.0061270455,-0.14779654,0.00024062069,-0.03172064,0.08727366
3279,-0.0013656616,-0.0047768205,0.0015137941,-0.0006940961,0.0052398844,-0.15094428,0.014451418,-0.030448914,0.089293815
3280,-0.001470089,-0.0050986707,0.0014935285,-0.0007405877,0.0055620773,-0.15120196,0.028510973,-0.009817719,0.089015536
3281,-0.0015394688,-0.0051826984,0.0016579777,-0.0008226633,0.0057145418,-0.13715799,0.030171312,0.0036125183,0.08110831
3282,-0.0014792681,-0.004041508,0.0019305199,-0.0010639429,0.0048353802,-0.12159309,0.03156698,0.007904142,0.07267239
3283,-0.0011456013,-0.003156945,0.003300406,-0.001014173,0.004816631,-0.1026115,0.03582946,0.009411514,0.06298531
3284,-0.001054585,-0.0029215217,0.004388131,-0.0010724664,0.0054820906,-0.07590057,0.041815832,0.0135912,0.050643135
3285,-0.00075644255,-0.0026554614,0.0051191,-0.00083851814,0.0058763917,-0.055849306,0.045439422,0.022651523,0.04357743
3286,-0.0003349781,-0.0037642717,0.004741356,1.6629696e-05,0.006063224,-0.03232926,0.04432965,0.019089043,0.03353948
3287,-6.92606e-05,-0.0030266047,0.004271388,0.00021737814,0.0052399565,-0.016531035,0.05060377,0.030861706,0.035526805
3288,-8.392334e-05,-0.0026428103,0.0038603246,0.00014722347,0.004681375,-0.0064745024,0.060765244,0.024699807,0.03805441
3289,-0.00018388033,-0.0027308762,0.0035189688,8.189678e-05,0.0044588502,0.017856874,0.069931276,-0.0009392798,0.04167387
3290,-0.00019085407,-0.002767682,0.0033709928,0.00010150671,0.004366965,0.048787795,0.08067138,-0.016772464,0.055285428
3291,-0.00022166967,-0.0028849393,0.0033066496,0.000103116035,0.004395063,0.069979474,0.08224237,-0.01706618,0.063119434
3292,-0.00023025274,-0.0026667416,0.002955839,7.659197e-05,0.003988405,0.080517866,0.080412306,-0.012589067,0.0661003
3293,3.117323e-05,-0.0018434078,0.0032115132,0.00017344952,0.0037071586,0.08633702,0.08421724,0.007406488,0.06976504
3294,-0.0001527071,-0.0010049939,0.0035829544,-0.00031483173,0.0037376483,0.09308617,0.093605064,0.01232627,0.0765482
3295,-0.00010597706,-0.00077974796,0.0038885958,-0.00034230947,0.0039821593,0.0934456,0.09985231,0.0324523,0.08114948
3296,-0.00011795759,-0.0003990084,0.0043589436,-0.0005019903,0.0044074375,0.09532252,0.10417378,0.03943765,0.08464413
3297,0.0003209114,-0.00018180907,0.004005175,4.2557716e-05,0.0040223473,0.098396905,0.080813326,0.04636796,0.07823625
3298,0.00081181526,-0.00040349364,0.0031409338,0.0008225441,0.0033710378,0.10090396,0.060303483,0.051274702,0.07404327
3299,0.00087302923,-0.0011353791,0.002709467,0.0011420846,0.0032706016,0.09939859,0.056950435,0.04449959,0.070954554
3300,0.00096488,-0.0018671006,0.002206821,0.0015104413,0.003401257,0.08946631,0.06554687,0.03530103,0.06719816
3301,0.0010409951,-0.0017656088,0.0015134327,0.0016558766,0.0030386595,0.07534533,0.069973834,0.03618093,0.06293467
3302,0.00091296434,-0.0011787117,0.0014019758,0.001347363,0.002450263,0.06434708,0.06893915,0.024403289,0.056239586
3303,0.0011975169,0.0011930168,0.0010483265,0.0011222363,0.002283799,0.066115454,0.0586673,0.011671394,0.051475972
3304,0.0012363195,0.0028085858,0.00023654848,0.0008311868,0.0031880192,0.052428484,0.052169368,0.0116274655,0.043226484
3305,0.0004775524,0.0005055815,0.0005707629,0.0004236102,0.0009944269,0.01597111,0.05205234,-0.002123244,0.03145913
3306,0.0007841587,-0.0009558052,-3.84897e-05,0.001275003,0.001776396,0.008311816,0.052177694,0.011781357,0.03125379
3307,0.0006555319,-0.0023235232,-0.0011977367,0.0016001463,0.00313425,0.003219761,0.055823263,0.012605265,0.033093285
3308,0.0005338788,-0.003631547,-0.001817368,0.0018668771,0.0045012464,-0.014788009,0.05580154,0.027813554,0.036995903
3309,0.0010439754,-0.0025393069,-0.0026241317,0.0023166537,0.0044486984,-0.0053352267,0.06607605,0.05517462,0.049795404
3310,0.0016797781,0.0013579577,-0.0012936853,0.0019481778,0.0031835078,-0.023393095,0.083779626,0.067894936,0.06370763
